temperature,humidity,wind_speed,visibility,clouds,pressure,rain_1h,will_rain,comfort_level
4.4,64.7,14.4,4.03,99.1,1032.9,0.0,0,0
19.6,51.6,4.62,3.13,77.4,1007.2,0.0,0,2
-1.9,55.8,16.17,5.22,88.9,1039.4,0.65,1,0
-2.8,71.3,9.32,7.36,40.5,1017.7,0.0,0,0
20.2,58.6,2.21,4.17,54.6,1007.7,0.0,0,2
39.9,84.0,9.38,7.2,39.5,994.0,0.35,1,0
8.2,51.5,23.89,3.2,90.2,993.7,2.59,1,0
27.0,14.0,5.53,4.61,33.1,1022.8,0.0,0,1
-1.2,90.5,7.32,7.34,78.0,1037.8,3.08,1,0
8.4,71.0,11.58,4.43,85.5,983.0,0.0,0,0
36.9,55.6,12.26,3.68,99.4,986.7,0.0,0,0
27.5,94.1,19.51,6.47,11.7,1002.4,4.41,1,0
31.2,78.2,16.31,5.12,15.0,999.8,3.62,1,0
-1.2,73.2,17.31,4.65,13.5,998.9,3.5,1,0
-3.7,84.6,19.03,1.94,71.9,1020.1,0.0,0,0
0.4,24.2,5.91,3.72,79.4,1024.3,0.0,0,0
-6.8,11.0,17.48,2.86,33.4,1012.8,3.21,1,0
7.9,66.9,20.85,1.79,93.1,1011.8,0.0,0,0
1.4,64.4,10.1,7.76,60.6,1009.7,0.0,0,0
10.7,29.8,15.2,6.28,43.9,1009.2,0.0,0,1
30.3,20.0,5.3,9.76,72.6,1034.9,0.0,0,1
30.8,74.3,7.37,5.55,62.7,1008.9,0.0,0,1
35.8,86.6,20.09,4.93,38.1,1029.9,0.0,0,0
3.6,55.7,3.55,6.95,33.6,995.6,0.0,0,1
32.7,80.8,15.59,8.41,75.9,1015.9,0.0,0,0
0.5,94.9,10.04,5.33,12.3,1012.4,0.0,0,0
44.9,97.8,24.16,3.55,99.1,1007.3,0.0,0,0
1.9,55.5,24.15,9.48,68.4,1027.9,3.61,1,0
24.0,18.2,2.83,1.17,72.4,988.5,1.78,1,1
20.3,73.6,17.12,5.2,46.4,1003.9,0.0,0,1
8.2,33.3,18.58,3.66,84.7,999.7,0.0,0,0
-7.5,44.7,8.58,8.19,96.7,1007.7,0.0,0,1
28.5,97.1,20.28,0.87,71.3,1012.1,1.26,1,0
40.7,93.3,19.97,9.82,80.7,980.6,0.15,1,0
-4.8,29.7,12.59,8.49,86.2,1017.0,0.0,0,0
17.5,90.0,11.35,2.84,91.6,1003.3,1.64,1,0
26.5,99.6,0.64,9.01,0.4,1001.9,3.79,1,1
-7.2,59.8,7.37,1.42,77.2,993.0,1.38,1,0
22.3,69.4,0.44,2.49,43.1,999.9,0.0,0,2
33.3,66.3,8.45,7.04,84.4,1015.7,0.0,0,1
31.2,61.5,7.8,7.48,20.7,1026.8,0.0,0,1
35.2,52.6,4.81,1.09,74.3,1033.2,0.0,0,1
-2.1,94.1,24.73,4.39,59.5,1026.6,0.0,0,0
43.2,20.3,14.52,6.95,89.0,1032.4,0.0,0,0
18.2,84.8,10.68,4.28,25.3,1029.1,0.0,0,1
4.1,15.1,20.39,6.24,96.0,995.1,2.46,1,0
-5.3,33.6,3.15,2.32,10.6,1037.2,0.0,0,0
14.4,90.9,16.93,6.22,70.6,1029.7,0.0,0,0
25.3,90.1,13.38,2.85,88.0,1012.5,0.0,0,1
-7.8,45.8,23.7,2.57,94.2,1037.2,0.0,0,0
21.0,68.2,21.74,7.78,63.0,1038.9,0.0,0,1
43.7,15.2,3.47,4.57,38.5,1027.0,0.0,0,0
43.7,38.4,10.72,2.82,57.9,983.5,3.73,1,0
0.3,31.2,19.82,1.02,43.7,981.4,3.49,1,0
-5.0,90.0,22.74,1.14,99.1,997.9,0.03,1,0
12.5,66.7,8.3,8.38,71.7,1001.0,0.0,0,1
41.7,18.4,7.65,4.69,49.8,1012.5,0.0,0,0
26.7,68.1,14.45,1.23,47.7,1001.4,0.0,0,1
40.7,53.2,0.35,4.44,82.1,1026.8,0.0,0,1
3.7,51.9,14.09,10.0,64.4,1021.7,0.0,0,1
9.5,83.2,12.37,9.95,45.7,984.1,0.0,0,0
-7.4,32.5,8.84,7.42,49.4,981.7,0.0,0,0
12.6,93.0,12.49,7.12,21.9,1025.7,0.0,0,0
39.7,13.0,11.19,6.82,9.5,1004.6,0.0,0,0
14.0,98.7,1.42,7.21,58.1,1010.0,0.0,0,1
-2.9,90.6,17.28,2.66,90.2,1005.8,0.0,0,0
11.4,86.6,15.92,1.5,65.0,991.5,0.85,1,0
-8.8,29.1,13.41,4.87,50.1,994.9,0.0,0,0
28.7,42.2,22.03,6.48,71.3,996.6,4.33,1,1
35.2,21.1,9.35,6.65,65.2,1031.6,2.15,1,0
-4.7,45.1,0.38,8.99,52.7,1031.0,0.0,0,1
2.5,33.3,9.67,8.05,38.7,992.3,0.4,1,0
31.8,50.0,18.15,6.85,13.5,988.6,0.0,0,1
29.7,44.0,1.94,0.22,28.8,980.6,2.1,1,1
-3.3,19.4,22.41,5.9,93.4,1000.7,0.0,0,0
1.3,65.7,3.24,0.12,93.2,1013.3,0.0,0,1
8.4,39.5,10.02,7.09,56.6,1035.5,0.0,0,1
29.0,39.7,4.51,5.15,50.5,988.2,0.0,0,2
12.4,46.8,7.94,1.57,0.4,1038.2,0.0,0,1
16.6,99.6,16.84,0.78,11.8,1035.0,0.0,0,0
36.4,90.8,11.2,0.58,18.8,984.0,2.05,1,0
-3.5,25.0,11.15,3.47,46.8,1005.8,0.0,0,0
41.5,19.7,2.48,8.54,50.6,1026.0,0.0,0,0
35.6,93.1,15.89,1.15,89.5,1027.5,0.0,0,0
-8.0,81.9,3.45,2.3,57.7,995.9,0.0,0,0
23.4,19.7,16.4,9.25,16.1,1015.8,0.0,0,1
15.3,35.8,8.85,0.39,98.2,1017.5,0.0,0,1
11.1,58.5,9.5,3.66,46.4,996.6,2.78,1,1
36.4,23.8,0.82,2.54,98.0,1029.7,0.0,0,0
41.1,50.1,24.58,3.03,24.0,1018.3,0.0,0,0
24.5,37.4,15.45,2.83,5.1,1034.7,0.0,0,1
43.4,74.5,17.07,5.63,12.6,991.4,4.45,1,0
-0.5,93.1,13.07,7.18,11.0,996.1,0.0,0,0
4.6,36.7,4.94,1.38,23.3,1018.5,0.0,0,1
20.5,21.0,20.05,7.86,2.2,1003.0,0.0,0,1
33.6,76.4,22.55,2.44,45.6,991.1,2.61,1,0
-7.1,74.3,13.58,8.31,27.2,1034.2,0.0,0,0
40.6,80.0,20.31,5.78,19.0,1020.6,0.0,0,0
44.2,58.7,6.78,6.87,97.9,990.6,2.71,1,0
-0.6,12.0,8.42,8.67,4.3,1005.7,0.0,0,0
42.4,98.7,10.55,9.51,3.5,1024.8,0.0,0,0
3.7,55.7,3.24,8.73,35.8,1017.6,0.0,0,1
1.3,99.3,18.83,9.62,29.6,989.9,0.0,0,0
17.2,25.7,18.33,3.68,18.6,999.9,0.0,0,1
30.0,53.4,13.14,1.48,91.5,1035.7,0.0,0,1
-9.0,58.3,15.73,9.95,99.6,1031.5,4.77,1,0
23.7,82.1,10.18,3.26,46.3,988.8,4.29,1,0
-7.9,23.6,3.13,4.09,99.7,990.4,4.58,1,0
38.5,12.9,18.79,6.59,76.8,1009.7,0.0,0,0
-7.6,31.1,9.91,4.55,92.1,1013.6,2.04,1,0
12.9,96.9,14.98,6.39,71.3,1026.2,0.0,0,0
3.0,88.7,18.3,7.44,99.7,1028.2,0.0,0,0
42.3,23.6,12.44,5.85,32.9,1030.4,0.0,0,0
29.6,99.7,6.48,7.38,55.1,998.8,4.48,1,0
22.8,84.2,13.63,2.28,33.8,1002.9,0.0,0,1
-9.7,98.7,24.51,9.96,47.7,1037.8,0.0,0,0
-8.6,30.2,23.63,0.24,54.6,984.5,0.44,1,0
37.3,63.2,22.55,6.91,97.1,1010.6,0.0,0,0
21.7,53.6,21.15,6.48,80.1,1027.2,3.25,1,1
1.0,62.5,16.94,9.97,3.1,985.5,1.99,1,0
35.2,86.0,18.42,8.98,32.3,985.3,4.26,1,0
30.2,72.9,8.49,3.86,95.8,983.8,0.0,0,1
7.0,13.5,18.56,3.38,72.2,1022.5,0.0,0,0
32.8,62.3,7.17,7.37,58.9,980.8,0.0,0,1
20.0,88.2,22.07,4.51,50.8,1004.9,0.0,0,1
39.2,80.9,3.16,6.14,99.6,1015.7,0.0,0,0
32.3,41.5,9.3,7.27,50.0,1014.2,0.0,0,1
32.8,34.4,3.67,2.99,50.8,1000.5,0.0,0,1
-7.1,55.9,9.2,5.39,42.3,997.1,0.0,0,1
0.2,71.3,23.12,5.43,87.6,987.5,2.29,1,0
-9.6,49.9,9.23,6.73,93.8,985.1,2.22,1,0
15.0,79.7,11.08,0.37,71.0,1033.1,2.91,1,0
-1.0,29.9,5.88,4.36,92.8,1011.3,1.33,1,0
11.1,66.1,11.0,3.99,56.5,994.5,0.12,1,0
3.8,18.2,8.41,7.75,71.6,1016.7,0.0,0,0
5.5,89.7,9.98,4.07,40.5,985.9,0.0,0,0
-2.4,40.7,7.98,0.84,15.2,982.7,4.33,1,0
8.7,21.1,16.14,9.97,23.2,996.8,0.0,0,0
-0.2,56.0,5.99,9.33,98.2,1028.9,0.0,0,1
12.2,31.8,22.27,9.15,41.9,1019.4,0.0,0,1
13.9,66.8,9.64,3.64,0.1,1028.3,0.0,0,1
43.3,74.7,13.72,2.77,99.9,1015.4,3.41,1,0
36.5,10.9,5.51,6.69,89.5,1021.1,0.0,0,0
9.9,76.4,18.53,6.11,29.1,1035.5,0.0,0,0
33.5,29.3,8.6,8.76,5.0,1010.7,0.0,0,1
31.3,35.4,5.48,9.27,57.2,986.3,4.99,1,1
0.8,64.9,10.5,8.87,75.5,1015.8,4.4,1,0
14.5,93.8,12.39,6.97,6.9,1024.7,0.0,0,0
9.3,20.7,3.67,1.94,32.8,1033.5,0.0,0,0
29.8,17.4,14.78,4.87,97.8,1030.8,0.0,0,0
32.6,27.4,14.06,0.84,34.8,993.6,0.0,0,0
17.0,77.6,12.88,0.96,73.5,1030.0,0.0,0,0
21.5,77.8,18.8,1.64,16.4,984.3,2.37,1,0
44.9,48.8,18.16,6.96,20.4,983.5,0.0,0,0
28.5,99.8,8.97,8.97,38.2,1021.4,0.0,0,1
-7.1,17.1,0.52,3.77,74.6,990.4,0.0,0,0
5.9,81.7,19.96,7.78,52.5,997.1,0.0,0,0
0.2,36.1,4.6,6.77,68.6,1019.2,0.0,0,1
-4.5,92.0,12.69,4.13,58.9,991.6,2.03,1,0
2.5,32.0,22.31,5.35,48.3,1021.4,0.0,0,0
-3.8,85.0,14.6,1.55,29.7,1008.9,0.0,0,0
3.3,58.1,17.12,4.54,86.3,1032.2,0.0,0,1
43.5,16.8,0.08,3.87,60.1,1017.8,0.0,0,0
-3.1,25.3,21.3,8.69,67.4,1019.9,0.0,0,0
1.2,48.5,17.4,5.42,1.9,1037.2,0.0,0,1
4.3,65.5,23.08,1.05,50.3,1007.4,0.0,0,0
36.0,44.3,1.59,0.75,4.3,1004.5,0.0,0,1
1.2,68.2,17.18,2.63,60.1,1021.1,0.0,0,0
8.5,65.7,24.45,4.33,39.2,1007.9,0.0,0,0
20.4,39.6,3.04,4.72,0.3,1004.1,0.0,0,2
-8.7,84.2,22.91,2.16,53.9,996.7,2.18,1,0
4.8,73.0,3.16,0.63,76.8,1020.0,2.34,1,0
17.4,49.3,9.82,5.05,52.9,1021.5,0.0,0,1
10.8,47.2,9.34,5.41,45.3,1033.4,0.0,0,1
39.4,73.8,24.27,6.39,96.4,989.5,2.9,1,0
44.1,47.6,5.3,5.26,64.9,998.9,0.0,0,1
43.6,90.7,7.29,3.33,37.2,1003.7,3.81,1,0
10.1,89.2,23.17,0.34,98.9,1022.6,1.95,1,0
18.5,39.2,15.57,1.02,62.1,996.5,2.76,1,1
21.8,48.4,1.81,8.94,61.1,986.9,0.0,0,2
17.3,15.4,15.17,8.1,74.9,992.2,0.0,0,0
8.8,95.2,1.79,4.91,59.7,994.9,0.0,0,1
24.5,11.6,15.21,4.97,19.6,1039.7,0.0,0,1
6.1,58.7,7.91,7.78,93.0,1001.5,0.0,0,1
17.4,45.7,23.46,5.15,46.7,1020.3,0.0,0,1
7.9,93.9,16.96,8.28,27.1,1012.6,0.0,0,0
7.5,24.4,12.77,3.94,16.0,1033.3,0.0,0,0
21.3,79.7,21.48,7.04,4.4,989.5,0.05,1,1
6.8,45.3,6.03,0.74,53.0,996.4,0.0,0,1
-9.6,85.8,23.87,7.19,73.4,1036.0,4.97,1,0
32.5,75.4,9.03,5.5,65.4,1017.2,0.0,0,0
-5.5,42.0,10.85,2.68,17.3,988.3,0.0,0,0
17.1,15.7,23.66,7.68,73.1,990.4,0.0,0,0
19.1,98.4,18.69,5.8,85.1,989.3,3.45,1,1
-4.6,20.4,18.62,2.78,62.9,1035.0,1.09,1,0
-4.1,21.7,1.56,0.97,43.2,999.3,0.0,0,0
37.9,80.6,13.27,1.11,71.0,1001.8,4.21,1,0
8.6,29.6,21.79,9.03,33.9,1001.3,0.0,0,0
30.3,15.7,14.83,9.53,26.2,1034.5,0.0,0,0
4.8,77.9,5.97,7.4,79.7,994.8,4.06,1,0
9.7,25.1,2.3,5.8,97.8,1029.4,0.0,0,1
19.5,35.2,4.08,4.87,46.4,1011.3,0.0,0,2
23.2,64.5,3.2,9.97,77.3,1032.6,0.0,0,2
17.6,57.0,4.85,6.93,90.3,989.8,3.69,1,1
5.0,66.1,17.39,3.29,81.5,1013.0,0.0,0,0
32.0,88.2,0.5,2.51,9.0,1006.5,0.0,0,1
15.7,86.5,8.18,3.46,89.6,1005.5,0.0,0,1
3.0,95.4,14.36,7.62,9.0,1009.6,0.0,0,0
38.2,14.2,7.59,4.49,17.2,1023.8,0.0,0,0
9.1,69.7,12.05,7.41,96.1,987.0,0.0,0,0
2.7,47.3,0.82,1.45,32.0,1000.5,0.0,0,1
30.8,97.5,14.98,2.49,32.8,999.2,3.36,1,0
19.2,44.7,3.73,0.32,21.9,986.4,0.0,0,2
-3.8,75.2,9.64,0.83,81.3,1014.8,4.47,1,0
-7.5,28.2,18.8,7.12,28.9,983.7,0.0,0,0
7.3,27.6,12.9,9.11,4.4,1025.9,0.0,0,0
13.4,77.0,24.15,2.37,14.4,1034.8,0.0,0,0
14.1,61.6,18.64,7.75,92.0,1005.6,3.2,1,0
12.9,63.5,10.5,1.61,46.9,1021.5,0.0,0,1
17.1,24.9,10.37,7.88,41.3,1021.8,0.0,0,0
3.3,81.7,2.11,5.3,20.9,984.0,0.0,0,1
17.5,73.6,18.62,7.31,41.0,1017.9,0.0,0,1
13.2,63.7,23.68,2.01,90.6,983.2,1.44,1,0
24.5,21.8,22.06,8.3,65.2,1007.5,0.0,0,1
35.7,54.9,17.55,5.71,58.8,999.9,0.0,0,1
-5.7,42.2,17.4,9.54,96.3,1013.3,0.0,0,0
0.2,72.6,1.77,2.92,66.8,998.6,4.16,1,0
7.1,15.7,1.87,2.59,17.8,1026.5,0.0,0,0
34.3,25.6,12.32,6.91,65.2,1016.1,0.0,0,0
2.6,54.4,22.1,0.87,5.6,994.0,0.0,0,0
4.3,27.1,11.47,6.17,24.9,998.0,0.0,0,0
42.0,70.7,19.57,3.73,27.2,1007.3,0.0,0,0
15.1,86.2,24.72,0.81,4.5,989.0,0.66,1,0
37.9,12.1,7.89,1.93,93.2,1020.2,0.0,0,0
43.5,54.7,5.86,2.02,22.3,1022.5,0.26,1,0
23.4,67.8,16.63,3.78,80.6,1012.0,3.99,1,1
42.4,15.4,9.78,4.93,14.6,1032.1,0.0,0,0
33.1,70.4,14.95,2.0,22.1,982.8,1.73,1,0
35.8,43.0,18.87,4.45,78.5,1038.6,4.31,1,0
24.2,83.6,16.29,4.3,22.8,984.2,0.0,0,1
44.5,76.4,8.18,8.29,76.9,996.9,0.59,1,0
38.3,85.3,7.38,2.92,79.3,1036.3,0.0,0,0
23.3,31.8,13.14,2.41,80.8,1003.2,0.0,0,1
11.0,84.2,8.33,4.46,61.5,984.2,0.0,0,1
21.5,55.7,20.98,8.67,52.2,1035.6,0.0,0,2
-3.8,63.7,8.85,4.7,32.8,1004.3,0.0,0,0
22.6,99.8,19.67,2.81,26.4,1000.2,0.0,0,1
-8.5,30.7,22.62,6.43,22.7,993.1,0.0,0,0
39.2,33.1,10.51,8.36,77.1,1028.8,0.0,0,0
40.1,39.3,3.92,7.12,53.9,1031.3,0.0,0,1
36.4,36.4,16.37,0.5,61.0,1023.0,1.08,1,0
19.6,85.0,8.09,2.6,27.9,1036.9,0.02,1,1
33.0,72.9,3.21,9.85,60.8,1010.0,4.49,1,1
3.4,35.7,3.06,7.62,59.6,1016.5,0.0,0,1
25.8,78.9,8.95,8.03,34.9,1025.5,2.76,1,1
43.3,98.3,7.04,4.47,6.3,1032.4,0.0,0,0
11.2,20.1,23.67,5.35,28.3,1001.0,0.0,0,0
23.1,93.7,21.42,4.66,82.6,1005.4,4.92,1,1
6.7,39.1,24.74,1.43,76.1,1036.1,0.0,0,0
-9.9,43.8,2.79,4.22,79.0,1006.3,0.0,0,1
20.6,62.4,21.41,3.15,82.2,1014.0,0.0,0,1
6.2,42.5,15.57,2.39,92.0,1014.5,0.0,0,0
-7.4,40.8,0.57,2.8,86.2,982.2,0.59,1,0
12.9,85.5,15.58,7.39,34.9,1036.7,0.0,0,0
13.2,48.4,22.97,5.81,70.6,1005.0,3.62,1,1
23.4,55.1,15.6,2.16,79.4,1036.9,0.0,0,1
7.7,46.5,20.21,5.99,54.8,1035.6,0.0,0,1
18.3,13.8,1.74,0.17,91.3,1004.5,0.0,0,1
36.5,64.8,15.24,3.04,83.4,989.9,0.96,1,0
4.7,35.4,16.76,2.26,67.7,985.5,2.54,1,0
40.7,87.4,24.22,6.54,67.6,1017.5,0.0,0,0
-1.9,58.9,9.65,4.48,52.4,987.7,0.0,0,1
-6.5,98.2,2.96,2.66,89.1,1009.0,1.92,1,0
-3.6,28.0,1.3,4.44,80.7,1015.2,0.0,0,1
1.0,41.0,21.13,0.97,85.8,1009.0,0.0,0,0
7.5,40.5,18.79,7.87,23.0,1038.4,0.0,0,1
-6.2,63.6,18.07,9.61,40.5,981.5,0.0,0,0
5.9,49.0,12.21,0.74,48.6,1005.6,0.0,0,0
25.5,26.7,5.15,2.58,17.9,1019.4,0.0,0,1
25.9,64.6,10.25,3.19,91.1,1038.1,0.0,0,1
6.0,79.3,3.31,7.68,81.9,987.5,0.0,0,1
44.2,94.3,12.4,2.54,58.2,1005.2,2.12,1,0
26.5,16.4,8.34,0.28,74.9,1018.4,4.82,1,0
-8.8,63.1,19.41,7.9,3.4,1034.4,0.0,0,0
20.9,53.4,1.12,5.66,40.9,1026.4,0.0,0,2
27.6,19.1,3.32,1.48,4.6,1012.5,0.0,0,1
23.6,61.7,17.02,3.46,36.2,998.9,0.0,0,1
-1.1,11.2,14.9,9.43,60.9,1027.0,0.0,0,0
17.4,74.7,20.6,2.32,33.6,993.4,4.43,1,0
9.0,43.7,21.51,5.2,53.5,1031.6,0.0,0,1
27.5,17.7,4.47,4.1,49.5,1037.9,0.0,0,1
36.8,38.4,24.1,6.92,39.3,1022.1,0.0,0,1
-2.0,84.7,16.14,3.71,50.1,1034.3,0.0,0,0
11.9,20.8,7.34,9.79,43.7,1008.3,0.0,0,1
38.6,64.4,17.34,3.96,2.9,1035.9,0.0,0,0
42.2,94.9,20.38,6.88,84.5,1016.0,1.96,1,0
43.4,41.6,21.7,1.02,33.4,1001.1,0.6,1,0
0.6,85.4,1.59,3.06,1.0,1021.7,0.0,0,0
25.5,43.7,5.21,7.23,81.1,988.3,1.24,1,2
-0.8,76.1,13.45,2.24,31.0,1038.0,0.0,0,0
38.4,51.4,15.6,3.83,7.8,1004.1,0.0,0,0
5.8,86.3,3.78,3.73,12.5,1004.3,1.36,1,0
12.0,53.0,13.59,2.82,52.3,1010.5,0.0,0,1
35.7,59.1,8.31,9.48,84.5,1039.0,0.0,0,1
10.8,35.3,16.58,9.81,62.7,1032.9,0.0,0,1
12.4,91.6,18.92,9.82,77.5,1006.9,4.5,1,0
20.3,33.0,10.89,5.21,9.7,1024.6,0.0,0,1
12.3,82.4,11.69,8.44,34.2,1037.5,0.19,1,0
38.0,77.7,5.8,9.85,50.2,1037.1,0.0,0,0
16.0,50.4,8.37,5.38,45.3,982.2,0.0,0,1
1.7,88.1,14.97,7.66,95.7,1018.6,0.0,0,0
7.1,26.8,10.08,4.76,89.5,1013.6,3.71,1,0
17.8,24.6,14.42,9.12,84.3,1015.2,0.0,0,0
-5.2,52.3,18.8,3.67,23.5,1035.9,0.0,0,0
25.1,22.3,3.62,1.12,61.6,986.9,0.0,0,1
44.6,43.0,11.34,7.15,93.7,1033.6,0.85,1,0
31.5,72.0,3.33,5.07,78.1,993.1,0.0,0,1
-7.1,80.4,15.4,3.22,72.1,1026.9,0.0,0,0
10.2,71.7,15.07,5.3,89.0,980.2,2.69,1,0
-0.2,91.7,16.19,4.83,81.5,1007.1,0.0,0,0
-9.8,42.9,3.47,6.93,47.9,998.1,0.0,0,1
1.5,93.3,1.35,8.67,51.1,1017.1,0.0,0,1
43.2,35.4,14.72,9.93,88.1,1012.2,0.0,0,0
28.6,28.8,10.14,3.41,34.4,1025.6,0.0,0,1
-7.9,89.0,7.42,9.97,95.4,1036.4,0.0,0,0
2.1,57.9,5.61,2.67,61.1,982.5,0.0,0,1
40.5,44.3,12.89,4.71,88.2,1021.3,2.23,1,0
13.6,96.3,4.38,0.99,88.1,1033.8,0.0,0,1
18.1,69.4,14.08,0.79,59.6,980.8,4.66,1,1
6.7,94.6,6.25,3.21,62.8,1025.7,4.41,1,0
-7.8,93.0,4.91,8.85,40.1,1030.0,0.0,0,0
-0.3,92.6,6.14,2.52,81.4,986.4,2.52,1,0
35.7,23.3,13.69,7.14,86.1,1036.1,0.0,0,0
25.9,49.0,2.8,7.13,99.3,1024.2,2.48,1,2
23.8,72.1,17.99,5.63,22.3,1036.5,0.0,0,1
3.0,39.0,23.05,8.89,40.5,982.3,1.42,1,0
24.6,62.6,15.85,7.2,1.9,986.3,0.0,0,1
-1.5,16.8,16.02,8.17,75.3,1029.0,0.0,0,0
30.4,34.5,24.83,1.91,21.4,997.3,0.0,0,1
44.4,81.5,15.73,5.25,97.1,1021.7,0.0,0,0
7.4,40.0,21.37,1.58,94.6,1010.4,0.0,0,0
8.5,74.4,12.07,6.31,50.4,1038.0,0.0,0,0
3.8,91.9,7.35,3.78,10.2,1034.0,0.0,0,0
4.2,92.8,20.14,1.5,76.9,1034.8,4.13,1,0
20.1,70.2,12.32,7.01,3.4,1025.8,2.28,1,1
-1.7,84.1,7.84,4.6,42.9,1026.4,0.0,0,0
33.4,16.6,4.79,5.56,94.7,984.5,0.78,1,0
25.3,45.9,20.64,0.81,19.6,998.0,0.0,0,1
27.7,21.2,23.6,3.48,71.3,1011.5,4.23,1,0
35.0,45.6,14.72,2.65,69.0,998.5,0.0,0,0
2.0,11.3,6.71,1.99,50.8,992.2,0.0,0,0
3.3,73.6,14.46,9.86,100.0,1032.2,0.0,0,0
11.3,77.8,23.92,0.33,53.8,993.1,2.33,1,0
21.7,59.6,24.0,5.57,84.6,999.2,2.35,1,1
5.3,44.2,14.96,5.84,63.6,1001.1,0.0,0,1
23.6,22.0,6.33,0.52,7.3,994.6,1.23,1,1
26.0,15.5,10.92,9.14,79.1,998.3,0.0,0,0
8.1,16.5,24.85,8.71,46.6,1020.0,0.0,0,0
0.7,28.0,11.74,9.12,1.0,1027.0,0.0,0,0
16.3,67.4,17.17,0.68,41.9,1015.0,0.68,1,0
26.5,56.9,4.05,5.4,91.3,980.9,0.0,0,2
-5.9,10.6,3.77,4.29,80.2,996.9,0.0,0,0
12.6,31.1,12.86,7.99,83.2,1030.8,0.0,0,1
33.6,29.1,18.46,9.49,1.4,1006.4,0.0,0,0
28.6,25.8,24.3,6.19,16.4,981.2,0.0,0,1
-5.6,22.7,14.37,6.07,68.7,1003.6,0.0,0,0
43.6,34.4,17.58,9.29,68.6,1020.9,2.68,1,0
20.9,73.0,24.92,0.43,6.5,984.7,0.0,0,1
-2.5,66.0,8.12,4.63,21.6,1032.0,0.0,0,0
42.0,61.7,3.1,1.79,98.9,1023.5,3.52,1,0
12.7,37.6,3.85,8.42,6.4,997.4,0.0,0,2
-1.2,55.7,0.29,3.08,93.4,998.6,2.37,1,0
20.9,82.8,4.76,8.73,75.8,1023.4,0.11,1,1
22.7,87.7,14.61,2.21,9.1,1022.0,0.0,0,1
-0.5,12.5,10.21,5.87,70.6,1028.6,0.0,0,0
-3.9,71.4,24.6,9.07,87.2,998.1,0.0,0,0
36.8,71.0,6.26,9.54,45.1,987.8,3.24,1,0
14.1,18.5,18.51,8.01,72.5,992.1,0.0,0,0
-9.4,37.5,9.97,8.37,39.0,980.7,0.0,0,1
17.4,95.4,23.53,1.89,18.5,989.8,0.0,0,0
-9.7,21.4,13.45,2.55,9.2,1001.6,0.0,0,0
18.1,98.1,3.11,3.79,93.2,1032.6,3.49,1,1
-5.2,74.1,24.32,5.42,49.8,991.2,0.0,0,0
22.5,68.7,0.65,5.53,59.5,992.5,0.0,0,2
5.2,74.1,15.16,8.47,29.6,1034.7,0.0,0,0
11.7,18.6,6.42,9.57,31.0,999.8,4.03,1,0
5.2,39.7,10.36,4.39,41.1,1010.2,0.0,0,1
35.1,81.8,2.53,8.02,12.0,987.5,0.0,0,1
35.1,59.7,21.87,9.89,61.1,1016.8,0.0,0,1
2.8,25.0,18.99,3.51,13.5,998.9,0.0,0,0
43.1,72.8,13.27,9.69,90.3,1010.7,0.0,0,0
12.2,30.7,5.82,6.66,50.1,1019.5,0.0,0,1
-8.8,14.9,13.32,1.99,63.3,1013.1,0.0,0,0
6.6,67.6,20.74,9.98,83.8,1013.4,3.41,1,0
41.6,29.1,6.4,1.58,73.7,1004.4,4.37,1,0
20.7,39.8,8.6,2.97,45.5,1000.2,0.0,0,2
32.5,70.7,7.36,5.33,84.0,984.1,2.78,1,0
25.2,29.0,18.63,6.5,92.3,990.1,0.0,0,1
-5.4,60.9,13.8,3.95,84.5,980.3,0.0,0,0
1.9,76.9,1.08,8.33,83.8,1030.0,3.15,1,0
-9.2,86.3,18.07,5.36,73.1,985.7,1.46,1,0
43.5,87.1,18.33,9.34,34.7,1034.1,0.0,0,0
30.3,76.3,0.46,3.67,1.9,1039.8,2.71,1,1
33.5,28.1,12.13,6.11,16.0,1026.7,0.0,0,0
1.6,60.2,10.26,9.21,88.0,1009.0,0.0,0,0
7.9,34.1,13.61,8.07,31.1,991.4,0.0,0,0
-6.2,73.1,12.96,5.01,30.0,1034.3,4.35,1,0
10.7,89.3,18.22,1.13,83.2,1020.9,0.67,1,0
25.0,69.6,18.67,7.23,66.0,1026.0,0.0,0,1
4.3,92.1,0.46,3.73,72.9,1005.6,0.33,1,0
25.7,96.8,13.8,5.12,31.8,995.4,1.36,1,1
14.7,27.8,2.18,7.21,89.5,1036.2,0.0,0,1
-7.1,76.7,2.75,6.73,77.9,1023.6,0.0,0,0
30.6,72.4,6.54,9.26,18.0,1034.3,0.0,0,1
-2.8,84.4,0.06,8.34,26.2,1033.1,0.0,0,0
26.6,42.9,1.49,8.32,17.1,1002.3,0.0,0,2
16.5,27.9,3.52,1.32,86.3,981.9,0.0,0,1
0.9,19.9,14.42,0.89,60.2,1031.0,4.0,1,0
11.7,24.4,4.4,9.2,11.1,1032.0,0.0,0,1
-7.9,51.8,20.44,7.29,48.9,1031.6,0.0,0,0
40.0,86.2,17.71,8.2,54.4,1020.5,0.0,0,0
9.5,61.2,6.44,4.46,28.1,987.4,0.0,0,1
36.9,44.3,18.7,1.83,42.4,986.9,3.09,1,0
23.4,29.2,11.86,8.65,17.4,981.2,0.0,0,1
